time_ns,current,Q_cum
122.500,0.000000e+00,0.000000e+00
123.500,0.000000e+00,0.000000e+00
124.500,0.000000e+00,0.000000e+00
125.500,0.000000e+00,0.000000e+00
126.500,0.000000e+00,0.000000e+00
127.500,0.000000e+00,0.000000e+00
128.500,0.000000e+00,0.000000e+00
129.500,0.000000e+00,0.000000e+00
130.500,0.000000e+00,0.000000e+00
131.500,0.000000e+00,0.000000e+00
132.500,0.000000e+00,0.000000e+00
133.500,0.000000e+00,0.000000e+00
134.500,0.000000e+00,0.000000e+00
135.500,0.000000e+00,0.000000e+00
136.500,0.000000e+00,0.000000e+00
137.500,0.000000e+00,0.000000e+00
138.500,0.000000e+00,0.000000e+00
139.500,0.000000e+00,0.000000e+00
140.500,0.000000e+00,0.000000e+00
141.500,0.000000e+00,0.000000e+00
142.500,0.000000e+00,0.000000e+00
143.500,0.000000e+00,0.000000e+00
144.500,0.000000e+00,0.000000e+00
145.500,0.000000e+00,0.000000e+00
146.500,0.000000e+00,0.000000e+00
147.500,0.000000e+00,0.000000e+00
148.500,0.000000e+00,0.000000e+00
149.500,0.000000e+00,0.000000e+00
150.500,0.000000e+00,0.000000e+00
151.500,0.000000e+00,0.000000e+00
152.500,0.000000e+00,0.000000e+00
153.500,0.000000e+00,0.000000e+00
154.500,0.000000e+00,0.000000e+00
155.500,0.000000e+00,0.000000e+00
156.500,0.000000e+00,0.000000e+00
157.500,0.000000e+00,0.000000e+00
158.500,0.000000e+00,0.000000e+00
159.500,0.000000e+00,0.000000e+00
160.500,0.000000e+00,0.000000e+00
161.500,0.000000e+00,0.000000e+00
162.500,0.000000e+00,0.000000e+00
163.500,0.000000e+00,0.000000e+00
164.500,0.000000e+00,0.000000e+00
165.500,0.000000e+00,0.000000e+00
166.500,0.000000e+00,0.000000e+00
167.500,0.000000e+00,0.000000e+00
168.500,0.000000e+00,0.000000e+00
169.500,0.000000e+00,0.000000e+00
170.500,0.000000e+00,0.000000e+00
171.500,0.000000e+00,0.000000e+00
172.500,0.000000e+00,0.000000e+00
173.500,0.000000e+00,0.000000e+00
174.500,0.000000e+00,0.000000e+00
175.500,0.000000e+00,0.000000e+00
176.500,0.000000e+00,0.000000e+00
177.500,0.000000e+00,0.000000e+00
178.500,0.000000e+00,0.000000e+00
179.500,0.000000e+00,0.000000e+00
180.500,0.000000e+00,0.000000e+00
181.500,0.000000e+00,0.000000e+00
182.500,0.000000e+00,0.000000e+00
183.500,0.000000e+00,0.000000e+00
184.500,0.000000e+00,0.000000e+00
185.500,0.000000e+00,0.000000e+00
186.500,0.000000e+00,0.000000e+00
187.500,0.000000e+00,0.000000e+00
188.500,0.000000e+00,0.000000e+00
189.500,0.000000e+00,0.000000e+00
190.500,0.000000e+00,0.000000e+00
191.500,0.000000e+00,0.000000e+00
192.500,0.000000e+00,0.000000e+00
193.500,0.000000e+00,0.000000e+00
194.500,0.000000e+00,0.000000e+00
195.500,0.000000e+00,0.000000e+00
196.500,0.000000e+00,0.000000e+00
197.500,0.000000e+00,0.000000e+00
198.500,0.000000e+00,0.000000e+00
199.500,0.000000e+00,0.000000e+00
200.500,0.000000e+00,0.000000e+00
201.500,0.000000e+00,0.000000e+00
202.500,0.000000e+00,0.000000e+00
203.500,0.000000e+00,0.000000e+00
204.500,0.000000e+00,0.000000e+00
205.500,0.000000e+00,0.000000e+00
206.500,0.000000e+00,0.000000e+00
207.500,0.000000e+00,0.000000e+00
208.500,0.000000e+00,0.000000e+00
209.500,0.000000e+00,0.000000e+00
210.500,0.000000e+00,0.000000e+00
211.500,0.000000e+00,0.000000e+00
212.500,0.000000e+00,0.000000e+00
213.500,0.000000e+00,0.000000e+00
214.500,0.000000e+00,0.000000e+00
215.500,0.000000e+00,0.000000e+00
216.500,0.000000e+00,0.000000e+00
217.500,0.000000e+00,0.000000e+00
218.500,0.000000e+00,0.000000e+00
219.500,0.000000e+00,0.000000e+00
220.500,0.000000e+00,0.000000e+00
221.500,0.000000e+00,0.000000e+00
222.500,0.000000e+00,0.000000e+00
223.500,0.000000e+00,0.000000e+00
224.500,0.000000e+00,0.000000e+00
225.500,0.000000e+00,0.000000e+00
226.500,0.000000e+00,0.000000e+00
227.500,0.000000e+00,0.000000e+00
228.500,0.000000e+00,0.000000e+00
229.500,0.000000e+00,0.000000e+00
230.500,0.000000e+00,0.000000e+00
231.500,0.000000e+00,0.000000e+00
232.500,0.000000e+00,0.000000e+00
233.500,0.000000e+00,0.000000e+00
234.500,0.000000e+00,0.000000e+00
235.500,0.000000e+00,0.000000e+00
236.500,0.000000e+00,0.000000e+00
237.500,0.000000e+00,0.000000e+00
238.500,0.000000e+00,0.000000e+00
239.500,0.000000e+00,0.000000e+00
240.500,0.000000e+00,0.000000e+00
241.500,0.000000e+00,0.000000e+00
242.500,0.000000e+00,0.000000e+00
243.500,0.000000e+00,0.000000e+00
244.500,0.000000e+00,0.000000e+00
245.500,0.000000e+00,0.000000e+00
246.500,0.000000e+00,0.000000e+00
247.500,0.000000e+00,0.000000e+00
248.500,0.000000e+00,0.000000e+00
249.500,0.000000e+00,0.000000e+00
250.500,0.000000e+00,0.000000e+00
251.500,0.000000e+00,0.000000e+00
252.500,0.000000e+00,0.000000e+00
253.500,0.000000e+00,0.000000e+00
254.500,0.000000e+00,0.000000e+00
255.500,0.000000e+00,0.000000e+00
256.500,0.000000e+00,0.000000e+00
257.500,0.000000e+00,0.000000e+00
258.500,0.000000e+00,0.000000e+00
259.500,0.000000e+00,0.000000e+00
260.500,0.000000e+00,0.000000e+00
261.500,0.000000e+00,0.000000e+00
262.500,0.000000e+00,0.000000e+00
263.500,0.000000e+00,0.000000e+00
264.500,0.000000e+00,0.000000e+00
265.500,0.000000e+00,0.000000e+00
266.500,0.000000e+00,0.000000e+00
267.500,0.000000e+00,0.000000e+00
268.500,0.000000e+00,0.000000e+00
269.500,0.000000e+00,0.000000e+00
270.500,0.000000e+00,0.000000e+00
271.500,0.000000e+00,0.000000e+00
272.500,0.000000e+00,0.000000e+00
273.500,0.000000e+00,0.000000e+00
274.500,0.000000e+00,0.000000e+00
275.500,0.000000e+00,0.000000e+00
276.500,0.000000e+00,0.000000e+00
277.500,0.000000e+00,0.000000e+00
278.500,0.000000e+00,0.000000e+00
279.500,0.000000e+00,0.000000e+00
280.500,0.000000e+00,0.000000e+00
281.500,0.000000e+00,0.000000e+00
282.500,0.000000e+00,0.000000e+00
283.500,0.000000e+00,0.000000e+00
284.500,0.000000e+00,0.000000e+00
285.500,0.000000e+00,0.000000e+00
286.500,0.000000e+00,0.000000e+00
287.500,0.000000e+00,0.000000e+00
288.500,0.000000e+00,0.000000e+00
289.500,0.000000e+00,0.000000e+00
290.500,0.000000e+00,0.000000e+00
291.500,0.000000e+00,0.000000e+00
292.500,0.000000e+00,0.000000e+00
293.500,0.000000e+00,0.000000e+00
294.500,0.000000e+00,0.000000e+00
295.500,0.000000e+00,0.000000e+00
296.500,0.000000e+00,0.000000e+00
297.500,0.000000e+00,0.000000e+00
298.500,0.000000e+00,0.000000e+00
299.500,0.000000e+00,0.000000e+00
300.500,0.000000e+00,0.000000e+00
301.500,0.000000e+00,0.000000e+00
302.500,0.000000e+00,0.000000e+00
303.500,0.000000e+00,0.000000e+00
304.500,0.000000e+00,0.000000e+00
305.500,0.000000e+00,0.000000e+00
306.500,0.000000e+00,0.000000e+00
307.500,0.000000e+00,0.000000e+00
308.500,0.000000e+00,0.000000e+00
309.500,0.000000e+00,0.000000e+00
310.500,0.000000e+00,0.000000e+00
311.500,0.000000e+00,0.000000e+00
312.500,0.000000e+00,0.000000e+00
313.500,0.000000e+00,0.000000e+00
314.500,0.000000e+00,0.000000e+00
315.500,0.000000e+00,0.000000e+00
316.500,0.000000e+00,0.000000e+00
317.500,0.000000e+00,0.000000e+00
318.500,0.000000e+00,0.000000e+00
319.500,0.000000e+00,0.000000e+00
320.500,0.000000e+00,0.000000e+00
321.500,0.000000e+00,0.000000e+00
322.500,0.000000e+00,0.000000e+00
323.500,0.000000e+00,0.000000e+00
324.500,0.000000e+00,0.000000e+00
325.500,0.000000e+00,0.000000e+00
326.500,0.000000e+00,0.000000e+00
327.500,0.000000e+00,0.000000e+00
328.500,0.000000e+00,0.000000e+00
329.500,0.000000e+00,0.000000e+00
330.500,0.000000e+00,0.000000e+00
331.500,0.000000e+00,0.000000e+00
332.500,0.000000e+00,0.000000e+00
333.500,0.000000e+00,0.000000e+00
334.500,0.000000e+00,0.000000e+00
335.500,0.000000e+00,0.000000e+00
336.500,0.000000e+00,0.000000e+00
337.500,0.000000e+00,0.000000e+00
338.500,0.000000e+00,0.000000e+00
339.500,0.000000e+00,0.000000e+00
340.500,0.000000e+00,0.000000e+00
341.500,0.000000e+00,0.000000e+00
342.500,0.000000e+00,0.000000e+00
343.500,0.000000e+00,0.000000e+00
344.500,0.000000e+00,0.000000e+00
345.500,0.000000e+00,0.000000e+00
346.500,0.000000e+00,0.000000e+00
347.500,0.000000e+00,0.000000e+00
348.500,0.000000e+00,0.000000e+00
349.500,0.000000e+00,0.000000e+00
350.500,0.000000e+00,0.000000e+00
351.500,0.000000e+00,0.000000e+00
352.500,0.000000e+00,0.000000e+00
353.500,0.000000e+00,0.000000e+00
354.500,0.000000e+00,0.000000e+00
355.500,0.000000e+00,0.000000e+00
356.500,0.000000e+00,0.000000e+00
357.500,0.000000e+00,0.000000e+00
358.500,0.000000e+00,0.000000e+00
359.500,0.000000e+00,0.000000e+00
360.500,0.000000e+00,0.000000e+00
361.500,0.000000e+00,0.000000e+00
362.500,0.000000e+00,0.000000e+00
363.500,0.000000e+00,0.000000e+00
364.500,0.000000e+00,0.000000e+00
365.500,0.000000e+00,0.000000e+00
366.500,0.000000e+00,0.000000e+00
367.500,0.000000e+00,0.000000e+00
368.500,0.000000e+00,0.000000e+00
369.500,0.000000e+00,0.000000e+00
370.500,0.000000e+00,0.000000e+00
371.500,0.000000e+00,0.000000e+00
372.500,0.000000e+00,0.000000e+00
373.500,0.000000e+00,0.000000e+00
374.500,0.000000e+00,0.000000e+00
375.500,0.000000e+00,0.000000e+00
376.500,0.000000e+00,0.000000e+00
377.500,0.000000e+00,0.000000e+00
378.500,0.000000e+00,0.000000e+00
379.500,0.000000e+00,0.000000e+00
380.500,0.000000e+00,0.000000e+00
381.500,0.000000e+00,0.000000e+00
382.500,0.000000e+00,0.000000e+00
383.500,0.000000e+00,0.000000e+00
384.500,0.000000e+00,0.000000e+00
385.500,0.000000e+00,0.000000e+00
386.500,0.000000e+00,0.000000e+00
387.500,0.000000e+00,0.000000e+00
388.500,0.000000e+00,0.000000e+00
389.500,0.000000e+00,0.000000e+00
390.500,0.000000e+00,0.000000e+00
391.500,0.000000e+00,0.000000e+00
392.500,0.000000e+00,0.000000e+00
393.500,0.000000e+00,0.000000e+00
394.500,0.000000e+00,0.000000e+00
395.500,0.000000e+00,0.000000e+00
396.500,0.000000e+00,0.000000e+00
397.500,0.000000e+00,0.000000e+00
398.500,0.000000e+00,0.000000e+00
399.500,0.000000e+00,0.000000e+00
400.500,0.000000e+00,0.000000e+00
401.500,0.000000e+00,0.000000e+00
402.500,0.000000e+00,0.000000e+00
403.500,0.000000e+00,0.000000e+00
404.500,0.000000e+00,0.000000e+00
405.500,0.000000e+00,0.000000e+00
406.500,0.000000e+00,0.000000e+00
407.500,0.000000e+00,0.000000e+00
408.500,0.000000e+00,0.000000e+00
409.500,0.000000e+00,0.000000e+00
410.500,0.000000e+00,0.000000e+00
411.500,0.000000e+00,0.000000e+00
412.500,0.000000e+00,0.000000e+00
413.500,0.000000e+00,0.000000e+00
414.500,0.000000e+00,0.000000e+00
415.500,0.000000e+00,0.000000e+00
416.500,0.000000e+00,0.000000e+00
417.500,0.000000e+00,0.000000e+00
418.500,0.000000e+00,0.000000e+00
419.500,0.000000e+00,0.000000e+00
420.500,0.000000e+00,0.000000e+00
421.500,0.000000e+00,0.000000e+00
422.500,0.000000e+00,0.000000e+00
423.500,0.000000e+00,0.000000e+00
424.500,0.000000e+00,0.000000e+00
425.500,0.000000e+00,0.000000e+00
426.500,0.000000e+00,0.000000e+00
427.500,0.000000e+00,0.000000e+00
428.500,0.000000e+00,0.000000e+00
429.500,0.000000e+00,0.000000e+00
430.500,0.000000e+00,0.000000e+00
431.500,0.000000e+00,0.000000e+00
432.500,0.000000e+00,0.000000e+00
433.500,0.000000e+00,0.000000e+00
434.500,0.000000e+00,0.000000e+00
435.500,0.000000e+00,0.000000e+00
436.500,0.000000e+00,0.000000e+00
437.500,0.000000e+00,0.000000e+00
438.500,0.000000e+00,0.000000e+00
439.500,0.000000e+00,0.000000e+00
440.500,0.000000e+00,0.000000e+00
441.500,0.000000e+00,0.000000e+00
442.500,0.000000e+00,0.000000e+00
443.500,0.000000e+00,0.000000e+00
444.500,0.000000e+00,0.000000e+00
445.500,0.000000e+00,0.000000e+00
446.500,0.000000e+00,0.000000e+00
447.500,0.000000e+00,0.000000e+00
448.500,0.000000e+00,0.000000e+00
449.500,0.000000e+00,0.000000e+00
450.500,0.000000e+00,0.000000e+00
451.500,0.000000e+00,0.000000e+00
452.500,0.000000e+00,0.000000e+00
453.500,0.000000e+00,0.000000e+00
454.500,0.000000e+00,0.000000e+00
455.500,0.000000e+00,0.000000e+00
456.500,0.000000e+00,0.000000e+00
457.500,0.000000e+00,0.000000e+00
458.500,0.000000e+00,0.000000e+00
459.500,0.000000e+00,0.000000e+00
460.500,0.000000e+00,0.000000e+00
461.500,0.000000e+00,0.000000e+00
462.500,0.000000e+00,0.000000e+00
463.500,0.000000e+00,0.000000e+00
464.500,0.000000e+00,0.000000e+00
465.500,0.000000e+00,0.000000e+00
466.500,0.000000e+00,0.000000e+00
467.500,0.000000e+00,0.000000e+00
468.500,0.000000e+00,0.000000e+00
469.500,0.000000e+00,0.000000e+00
470.500,0.000000e+00,0.000000e+00
471.500,0.000000e+00,0.000000e+00
472.500,0.000000e+00,0.000000e+00
473.500,0.000000e+00,0.000000e+00
474.500,0.000000e+00,0.000000e+00
475.500,0.000000e+00,0.000000e+00
476.500,0.000000e+00,0.000000e+00
477.500,0.000000e+00,0.000000e+00
478.500,0.000000e+00,0.000000e+00
479.500,0.000000e+00,0.000000e+00
480.500,0.000000e+00,0.000000e+00
481.500,0.000000e+00,0.000000e+00
482.500,0.000000e+00,0.000000e+00
483.500,0.000000e+00,0.000000e+00
484.500,0.000000e+00,0.000000e+00
485.500,0.000000e+00,0.000000e+00
486.500,0.000000e+00,0.000000e+00
487.500,0.000000e+00,0.000000e+00
488.500,0.000000e+00,0.000000e+00
489.500,0.000000e+00,0.000000e+00
490.500,0.000000e+00,0.000000e+00
491.500,0.000000e+00,0.000000e+00
492.500,0.000000e+00,0.000000e+00
493.500,0.000000e+00,0.000000e+00
494.500,0.000000e+00,0.000000e+00
495.500,0.000000e+00,0.000000e+00
496.500,0.000000e+00,0.000000e+00
497.500,0.000000e+00,0.000000e+00
498.500,0.000000e+00,0.000000e+00
499.500,0.000000e+00,0.000000e+00
500.500,0.000000e+00,0.000000e+00
501.500,0.000000e+00,0.000000e+00
502.500,0.000000e+00,0.000000e+00
503.500,0.000000e+00,0.000000e+00
504.500,0.000000e+00,0.000000e+00
505.500,0.000000e+00,0.000000e+00
506.500,0.000000e+00,0.000000e+00
507.500,0.000000e+00,0.000000e+00
508.500,0.000000e+00,0.000000e+00
509.500,0.000000e+00,0.000000e+00
510.500,0.000000e+00,0.000000e+00
511.500,0.000000e+00,0.000000e+00
512.500,0.000000e+00,0.000000e+00
513.500,0.000000e+00,0.000000e+00
514.500,0.000000e+00,0.000000e+00
515.500,0.000000e+00,0.000000e+00
516.500,0.000000e+00,0.000000e+00
517.500,0.000000e+00,0.000000e+00
518.500,0.000000e+00,0.000000e+00
519.500,0.000000e+00,0.000000e+00
520.500,0.000000e+00,0.000000e+00
521.500,0.000000e+00,0.000000e+00
522.500,0.000000e+00,0.000000e+00
523.500,0.000000e+00,0.000000e+00
524.500,0.000000e+00,0.000000e+00
525.500,0.000000e+00,0.000000e+00
526.500,0.000000e+00,0.000000e+00
527.500,0.000000e+00,0.000000e+00
528.500,0.000000e+00,0.000000e+00
529.500,0.000000e+00,0.000000e+00
530.500,0.000000e+00,0.000000e+00
531.500,0.000000e+00,0.000000e+00
532.500,0.000000e+00,0.000000e+00
533.500,0.000000e+00,0.000000e+00
534.500,0.000000e+00,0.000000e+00
535.500,0.000000e+00,0.000000e+00
536.500,0.000000e+00,0.000000e+00
537.500,0.000000e+00,0.000000e+00
538.500,0.000000e+00,0.000000e+00
539.500,0.000000e+00,0.000000e+00
540.500,0.000000e+00,0.000000e+00
541.500,0.000000e+00,0.000000e+00
542.500,0.000000e+00,0.000000e+00
543.500,0.000000e+00,0.000000e+00
544.500,0.000000e+00,0.000000e+00
545.500,0.000000e+00,0.000000e+00
546.500,0.000000e+00,0.000000e+00
547.500,0.000000e+00,0.000000e+00
548.500,0.000000e+00,0.000000e+00
549.500,0.000000e+00,0.000000e+00
550.500,0.000000e+00,0.000000e+00
551.500,0.000000e+00,0.000000e+00
552.500,0.000000e+00,0.000000e+00
553.500,0.000000e+00,0.000000e+00
554.500,0.000000e+00,0.000000e+00
555.500,0.000000e+00,0.000000e+00
556.500,0.000000e+00,0.000000e+00
557.500,0.000000e+00,0.000000e+00
558.500,0.000000e+00,0.000000e+00
559.500,0.000000e+00,0.000000e+00
560.500,0.000000e+00,0.000000e+00
561.500,0.000000e+00,0.000000e+00
562.500,0.000000e+00,0.000000e+00
563.500,0.000000e+00,0.000000e+00
564.500,0.000000e+00,0.000000e+00
565.500,0.000000e+00,0.000000e+00
566.500,0.000000e+00,0.000000e+00
567.500,0.000000e+00,0.000000e+00
568.500,0.000000e+00,0.000000e+00
569.500,0.000000e+00,0.000000e+00
570.500,0.000000e+00,0.000000e+00
571.500,0.000000e+00,0.000000e+00
572.500,0.000000e+00,0.000000e+00
573.500,0.000000e+00,0.000000e+00
574.500,0.000000e+00,0.000000e+00
575.500,0.000000e+00,0.000000e+00
576.500,0.000000e+00,0.000000e+00
577.500,0.000000e+00,0.000000e+00
578.500,0.000000e+00,0.000000e+00
579.500,0.000000e+00,0.000000e+00
580.500,0.000000e+00,0.000000e+00
581.500,0.000000e+00,0.000000e+00
582.500,0.000000e+00,0.000000e+00
583.500,0.000000e+00,0.000000e+00
584.500,0.000000e+00,0.000000e+00
585.500,0.000000e+00,0.000000e+00
586.500,0.000000e+00,0.000000e+00
587.500,0.000000e+00,0.000000e+00
588.500,0.000000e+00,0.000000e+00
589.500,0.000000e+00,0.000000e+00
590.500,0.000000e+00,0.000000e+00
591.500,0.000000e+00,0.000000e+00
592.500,0.000000e+00,0.000000e+00
593.500,0.000000e+00,0.000000e+00
594.500,0.000000e+00,0.000000e+00
595.500,0.000000e+00,0.000000e+00
596.500,0.000000e+00,0.000000e+00
597.500,0.000000e+00,0.000000e+00
598.500,0.000000e+00,0.000000e+00
599.500,0.000000e+00,0.000000e+00
600.500,0.000000e+00,0.000000e+00
601.500,0.000000e+00,0.000000e+00
602.500,0.000000e+00,0.000000e+00
603.500,0.000000e+00,0.000000e+00
604.500,0.000000e+00,0.000000e+00
605.500,0.000000e+00,0.000000e+00
606.500,0.000000e+00,0.000000e+00
607.500,0.000000e+00,0.000000e+00
608.500,0.000000e+00,0.000000e+00
609.500,0.000000e+00,0.000000e+00
610.500,0.000000e+00,0.000000e+00
611.500,0.000000e+00,0.000000e+00
612.500,0.000000e+00,0.000000e+00
613.500,0.000000e+00,0.000000e+00
614.500,0.000000e+00,0.000000e+00
615.500,0.000000e+00,0.000000e+00
616.500,0.000000e+00,0.000000e+00
617.500,0.000000e+00,0.000000e+00
618.500,0.000000e+00,0.000000e+00
619.500,0.000000e+00,0.000000e+00
620.500,0.000000e+00,0.000000e+00
621.500,0.000000e+00,0.000000e+00
622.500,0.000000e+00,0.000000e+00
623.500,0.000000e+00,0.000000e+00
624.500,0.000000e+00,0.000000e+00
625.500,0.000000e+00,0.000000e+00
626.500,0.000000e+00,0.000000e+00
627.500,0.000000e+00,0.000000e+00
628.500,0.000000e+00,0.000000e+00
629.500,0.000000e+00,0.000000e+00
630.500,0.000000e+00,0.000000e+00
631.500,0.000000e+00,0.000000e+00
632.500,0.000000e+00,0.000000e+00
633.500,0.000000e+00,0.000000e+00
634.500,0.000000e+00,0.000000e+00
635.500,0.000000e+00,0.000000e+00
636.500,0.000000e+00,0.000000e+00
637.500,0.000000e+00,0.000000e+00
638.500,0.000000e+00,0.000000e+00
639.500,0.000000e+00,0.000000e+00
640.500,0.000000e+00,0.000000e+00
641.500,0.000000e+00,0.000000e+00
642.500,0.000000e+00,0.000000e+00
643.500,0.000000e+00,0.000000e+00
644.500,0.000000e+00,0.000000e+00
645.500,0.000000e+00,0.000000e+00
646.500,0.000000e+00,0.000000e+00
647.500,0.000000e+00,0.000000e+00
648.500,0.000000e+00,0.000000e+00
649.500,0.000000e+00,0.000000e+00
650.500,0.000000e+00,0.000000e+00
651.500,0.000000e+00,0.000000e+00
652.500,0.000000e+00,0.000000e+00
653.500,0.000000e+00,0.000000e+00
654.500,0.000000e+00,0.000000e+00
655.500,0.000000e+00,0.000000e+00
656.500,0.000000e+00,0.000000e+00
657.500,0.000000e+00,0.000000e+00
658.500,0.000000e+00,0.000000e+00
659.500,0.000000e+00,0.000000e+00
660.500,0.000000e+00,0.000000e+00
661.500,0.000000e+00,0.000000e+00
662.500,0.000000e+00,0.000000e+00
663.500,0.000000e+00,0.000000e+00
664.500,0.000000e+00,0.000000e+00
665.500,0.000000e+00,0.000000e+00
666.500,0.000000e+00,0.000000e+00
667.500,0.000000e+00,0.000000e+00
668.500,0.000000e+00,0.000000e+00
669.500,0.000000e+00,0.000000e+00
670.500,0.000000e+00,0.000000e+00
671.500,0.000000e+00,0.000000e+00
672.500,0.000000e+00,0.000000e+00
673.500,0.000000e+00,0.000000e+00
674.500,0.000000e+00,0.000000e+00
675.500,0.000000e+00,0.000000e+00
676.500,0.000000e+00,0.000000e+00
677.500,0.000000e+00,0.000000e+00
678.500,0.000000e+00,0.000000e+00
679.500,0.000000e+00,0.000000e+00
680.500,0.000000e+00,0.000000e+00
681.500,0.000000e+00,0.000000e+00
682.500,0.000000e+00,0.000000e+00
683.500,0.000000e+00,0.000000e+00
684.500,0.000000e+00,0.000000e+00
685.500,0.000000e+00,0.000000e+00
686.500,0.000000e+00,0.000000e+00
687.500,0.000000e+00,0.000000e+00
688.500,0.000000e+00,0.000000e+00
689.500,0.000000e+00,0.000000e+00
690.500,0.000000e+00,0.000000e+00
691.500,0.000000e+00,0.000000e+00
692.500,0.000000e+00,0.000000e+00
693.500,0.000000e+00,0.000000e+00
694.500,0.000000e+00,0.000000e+00
695.500,0.000000e+00,0.000000e+00
696.500,0.000000e+00,0.000000e+00
697.500,0.000000e+00,0.000000e+00
